date,price,commodity
2026-03-16,3255.0,cocoa
2026-03-23,3165.0,cocoa
2026-03-30,3245.0,cocoa
2026-04-06,3246.0,cocoa
2026-04-13,3186.0,cocoa
2026-04-20,3349.0,cocoa
2026-04-27,3521.0,cocoa
2026-05-04,4113.0,cocoa
2026-05-11,4002.0,cocoa
2026-05-18,3796.0,cocoa
2026-05-25,3923.0,cocoa
2026-06-01,3762.0,cocoa
2026-06-08,3779.0,cocoa
2026-06-15,4143.0,cocoa
2024-06-24,20.309999465942383,sugar
2024-07-01,20.139999389648438,sugar
2024-07-08,19.200000762939453,sugar
2024-07-15,18.65999984741211,sugar
2024-07-22,18.420000076293945,sugar
2024-07-29,18.100000381469727,sugar
2024-08-05,18.479999542236328,sugar
2024-08-12,18.030000686645508,sugar
2024-08-19,18.389999389648438,sugar
2024-08-26,19.3799991607666,sugar
2024-09-02,18.90999984741211,sugar
2024-09-09,19.010000228881836,sugar
2024-09-16,22.65999984741211,sugar
2024-09-23,22.790000915527344,sugar
2024-09-30,23.010000228881836,sugar
2024-10-07,22.239999771118164,sugar
2024-10-14,22.18000030517578,sugar
2024-10-21,22.139999389648438,sugar
2024-10-28,22.06999969482422,sugar
2024-11-04,21.81999969482422,sugar
2024-11-11,21.579999923706055,sugar
2024-11-18,21.360000610351562,sugar
2024-11-25,21.079999923706055,sugar
2024-12-02,21.809999465942383,sugar
2024-12-09,20.719999313354492,sugar
2024-12-16,19.510000228881836,sugar
2024-12-23,19.3700008392334,sugar
2024-12-30,19.649999618530273,sugar
2025-01-06,19.219999313354492,sugar
2025-01-13,18.219999313354492,sugar
2025-01-20,19.020000457763672,sugar
2025-01-27,19.350000381469727,sugar
2025-02-03,19.360000610351562,sugar
2025-02-10,20.420000076293945,sugar
2025-02-17,21.309999465942383,sugar
2025-02-24,19.510000228881836,sugar
2025-03-03,18.309999465942383,sugar
2025-03-10,19.190000534057617,sugar
2025-03-17,19.719999313354492,sugar
2025-03-24,18.959999084472656,sugar
2025-03-31,18.84000015258789,sugar
2025-04-07,18.0,sugar
2025-04-14,17.93000030517578,sugar
2025-04-21,18.18000030517578,sugar
2025-04-28,17.200000762939453,sugar
2025-05-05,17.780000686645508,sugar
2025-05-12,17.520000457763672,sugar
2025-05-19,17.290000915527344,sugar
2025-05-26,17.049999237060547,sugar
2025-06-02,16.489999771118164,sugar
2025-06-09,16.1299991607666,sugar
2025-06-16,16.100000381469727,sugar
2025-06-23,15.8100004196167,sugar
2025-06-30,16.3799991607666,sugar
2025-07-07,16.56999969482422,sugar
2025-07-14,16.81999969482422,sugar
2025-07-21,16.290000915527344,sugar
2025-07-28,16.18000030517578,sugar
2025-08-04,16.25,sugar
2025-08-11,16.440000534057617,sugar
2025-08-18,16.479999542236328,sugar
2025-08-25,16.3700008392334,sugar
2025-09-01,15.550000190734863,sugar
2025-09-08,15.789999961853027,sugar
2025-09-15,15.460000038146973,sugar
2025-09-22,15.869999885559082,sugar
2025-09-29,16.469999313354492,sugar
2025-10-06,16.100000381469727,sugar
2025-10-13,15.5,sugar
2025-10-20,14.970000267028809,sugar
2025-10-27,14.430000305175781,sugar
2025-11-03,14.100000381469727,sugar
2025-11-10,14.960000038146973,sugar
2025-11-17,14.779999732971191,sugar
2025-11-24,15.210000038146973,sugar
2025-12-01,14.800000190734863,sugar
2025-12-08,15.100000381469727,sugar
2025-12-15,14.819999694824219,sugar
2025-12-22,15.170000076293945,sugar
2025-12-29,14.600000381469727,sugar
2026-01-05,14.890000343322754,sugar
2026-01-12,14.960000038146973,sugar
2026-01-19,14.729999542236328,sugar
2026-01-26,14.270000457763672,sugar
2026-02-02,14.109999656677246,sugar
2026-02-09,13.779999732971191,sugar
2026-02-16,14.300000190734863,sugar
2026-02-23,14.300000190734863,sugar
2026-03-02,14.100000381469727,sugar
2026-03-09,14.369999885559082,sugar
2026-03-16,15.699999809265137,sugar
2026-03-23,15.760000228881836,sugar
2026-03-30,15.0,sugar
2026-04-06,13.75,sugar
2026-04-13,13.3100004196167,sugar
2026-04-20,13.930000305175781,sugar
2026-04-27,14.949999809265137,sugar
2026-05-04,14.6899995803833,sugar
2026-05-11,14.800000190734863,sugar
2026-05-18,14.699999809265137,sugar
2026-05-25,14.0600004196167,sugar
2026-06-01,14.140000343322754,sugar
2026-06-08,13.699999809265137,sugar
2026-06-15,13.59000015258789,sugar
